2024-07-10 21:54:51.608099
2024-07-10 21:58:55.766173
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-10 22:01:46.340003
data, poison_rate, attacker, defender, CACC, std, ASR, std, time, iter
2024-07-11 09:51:39.570305
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,syntactic,lossin,0.8869,0.0033,109.5,1/5
sst-2,0.2,syntactic,lossin,0.8907,0.0022,110.4,2/5
sst-2,0.2,syntactic,lossin,0.8913,0.0022,109.8,3/5
sst-2,0.2,syntactic,lossin,0.8814,0.0121,110.0,4/5
sst-2,0.2,syntactic,lossin,0.8896,0.0033,138.2,5/5
agnews,0.2,badnets,lossin,0.9164,0.0000,3747.5,1/5
2024-08-22 11:01:43.199534
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.8775,0.7500,247.3,1/5
sst-2,0.2,badnets,lossin,0.8808,0.7807,239.2,2/5
sst-2,0.2,badnets,lossin,0.8946,0.8618,240.3,3/5
sst-2,0.2,badnets,lossin,0.8946,0.7917,238.7,4/5
sst-2,0.2,badnets,lossin,0.8918,0.8443,238.9,5/5
sst-2,0.2,addsent,lossin,0.8759,0.3432,243.1,1/5
agnews,0.2,badnets,lossin,0.9162,0.0000,4350.9,2/5
agnews,0.2,badnets,lossin,0.9009,0.0000,3421.0,3/5
agnews,0.2,badnets,lossin,0.9108,0.0000,3410.7,4/5
agnews,0.2,badnets,lossin,0.9141,0.0000,3403.3,5/5
agnews,0.2,addsent,lossin,0.9214,0.0000,3664.5,1/5
agnews,0.2,addsent,lossin,0.9243,0.0000,3558.8,2/5
2024-08-22 17:16:50.023053
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.7496,0.9605,305.5,1/5
agnews,0.2,addsent,lossin,0.9225,0.0000,4208.7,3/5
agnews,0.2,addsent,lossin,0.9242,0.0000,3449.1,4/5
agnews,0.2,addsent,lossin,0.9230,0.0000,3439.3,5/5
agnews,0.2,style,lossin,0.2737,0.0000,2772.1,1/5
agnews,0.2,style,lossin,0.3643,0.0000,2775.6,2/5
agnews,0.2,style,lossin,0.4470,0.0004,2772.5,3/5
agnews,0.2,style,lossin,0.2517,0.0005,2775.9,4/5
agnews,0.2,style,lossin,0.3461,0.0039,2780.3,5/5
agnews,0.2,syntactic,lossin,0.9199,0.0000,3187.0,1/5
agnews,0.2,syntactic,lossin,0.9236,0.0000,3185.2,2/5
agnews,0.2,syntactic,lossin,0.9220,0.0000,3183.2,3/5
agnews,0.2,syntactic,lossin,0.9254,0.0000,3185.4,4/5
agnews,0.2,syntactic,lossin,0.9232,0.0000,3189.6,5/5
hate-speech,0.2,badnets,lossin,0.1046,1.0000,170.1,1/5
hate-speech,0.2,badnets,lossin,0.1046,1.0000,168.9,2/5
hate-speech,0.2,badnets,lossin,0.1046,1.0000,169.6,3/5
hate-speech,0.2,badnets,lossin,0.1046,1.0000,170.2,4/5
hate-speech,0.2,badnets,lossin,0.1046,1.0000,169.0,5/5
hate-speech,0.2,addsent,lossin,0.3762,0.9911,171.6,1/5
hate-speech,0.2,addsent,lossin,0.6538,1.0000,171.1,2/5
hate-speech,0.2,addsent,lossin,0.4197,0.4771,171.5,3/5
hate-speech,0.2,addsent,lossin,0.1531,0.9983,170.8,4/5
hate-speech,0.2,addsent,lossin,0.3892,0.0726,171.0,5/5
hate-speech,0.2,style,lossin,0.1941,0.9626,160.1,1/5
hate-speech,0.2,style,lossin,0.3687,0.8961,162.3,2/5
hate-speech,0.2,style,lossin,0.3932,0.7922,154.7,3/5
hate-speech,0.2,style,lossin,0.1046,1.0000,161.4,4/5
hate-speech,0.2,style,lossin,0.1056,0.9978,162.0,5/5
hate-speech,0.2,syntactic,lossin,0.3847,0.8732,157.1,1/5
hate-speech,0.2,syntactic,lossin,0.4322,0.9503,158.4,2/5
hate-speech,0.2,syntactic,lossin,0.3907,0.6955,153.3,3/5
hate-speech,0.2,syntactic,lossin,0.1046,1.0000,157.7,4/5
hate-speech,0.2,syntactic,lossin,0.2381,0.7078,159.2,5/5
2024-08-26 09:47:34.122666
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-08-26 09:49:47.804763
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-08-26 11:12:45.881991
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,addsent,lossin,0.8907,0.0022,128.7,1/1
2024-09-02 22:18:44.992708
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.7249,0.4594,43193.2,1/1
sst-2,0.2,addsent,lossin,0.7836,0.3465,152.4,1/1
sst-2,0.2,style,lossin,0.8138,0.2292,155.9,1/1
sst-2,0.2,syntactic,lossin,0.7243,0.6414,149.5,1/1
2024-09-03 10:28:29.775390
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.7249,0.4594,146.3,1/1
2024-09-03 10:33:08.535457
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.5008,0.0000,147.7,1/1
2024-09-03 10:37:11.089010
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.6958,0.2654,147.8,1/1
sst-2,0.2,addsent,lossin,0.7046,0.2456,148.7,1/1
sst-2,0.2,style,lossin,0.6365,0.1678,149.4,1/1
2024-09-03 10:45:26.379116
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.5162,0.0011,147.0,1/1
2024-09-03 10:49:49.614277
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,lossin,0.7161,0.1096,147.0,1/1
sst-2,0.2,addsent,lossin,0.7282,0.0439,147.9,1/1
sst-2,0.2,style,lossin,0.5420,0.0691,148.8,1/1
sst-2,0.2,syntactic,lossin,0.5415,0.4375,142.7,1/1
2024-09-23 22:00:03.138419
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-09-23 22:02:24.288669
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-09-24 09:09:28.198668
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
2024-09-24 09:49:09.266020
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.7254,0.0000,764.7,1/1
2024-09-24 10:07:11.979452
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.7254,0.0000,794.3,1/5
sst-2,0.2,badnets,badacts,0.7419,0.0000,787.4,2/5
2024-09-24 19:19:15.951086
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.7254,0.0000,768.2,1/5
sst-2,0.2,badnets,badacts,0.7419,0.0000,755.9,2/5
sst-2,0.2,badnets,badacts,0.7221,0.0000,744.8,3/5
sst-2,0.2,badnets,badacts,0.7106,0.0000,1254.8,4/5
sst-2,0.2,badnets,badacts,0.7029,0.0000,758.4,5/5
2024-09-24 21:10:49.498711
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.8336,0.0000,758.1,1/5
2024-09-24 21:25:04.224049
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.8572,0.0000,771.9,1/5
sst-2,0.2,badnets,badacts,0.8644,0.0000,789.4,2/5
2024-09-24 21:52:54.470688
data,poison_rate,attacker,defender,CACC,std,ASR,std,time,iter
sst-2,0.2,badnets,badacts,0.8836,0.0000,753.7,1/5
sst-2,0.2,badnets,badacts,0.8891,0.0000,743.3,2/5
sst-2,0.2,badnets,badacts,0.8891,0.0000,737.3,3/5
sst-2,0.2,badnets,badacts,0.8940,0.0340,1239.8,4/5
sst-2,0.2,badnets,badacts,0.8891,0.0000,729.7,5/5
sst-2,0.2,addsent,badacts,0.8962,0.0000,732.6,1/5
sst-2,0.2,addsent,badacts,0.9033,0.9759,731.1,2/5
sst-2,0.2,addsent,badacts,0.8836,0.0000,732.1,3/5
sst-2,0.2,addsent,badacts,0.8924,0.1283,732.7,4/5
sst-2,0.2,addsent,badacts,0.8869,0.7478,1672.7,5/5
sst-2,0.2,style,badacts,0.8808,0.5976,1665.7,1/5
sst-2,0.2,style,badacts,0.8935,0.6864,729.2,2/5
sst-2,0.2,style,badacts,0.8808,0.7336,722.7,3/5
sst-2,0.2,style,badacts,0.8764,0.7544,726.6,4/5
sst-2,0.2,style,badacts,0.8852,0.7752,1676.7,5/5
sst-2,0.2,syntactic,badacts,0.8863,0.8114,1571.0,1/5
sst-2,0.2,syntactic,badacts,0.8808,0.8487,737.7,2/5
sst-2,0.2,syntactic,badacts,0.8786,0.8180,726.8,3/5
sst-2,0.2,syntactic,badacts,0.8803,0.9452,729.0,4/5
sst-2,0.2,syntactic,badacts,0.8814,0.9375,1702.5,5/5
agnews,0.2,badnets,badacts,0.9199,0.9439,23448.2,1/5
agnews,0.2,badnets,badacts,0.9230,0.9812,52645.1,2/5
agnews,0.2,badnets,badacts,0.9229,0.7793,23459.0,3/5
agnews,0.2,badnets,badacts,0.9208,0.9635,23731.0,4/5
agnews,0.2,badnets,badacts,0.9193,0.9735,24388.8,5/5
agnews,0.2,addsent,badacts,0.9178,0.9309,34916.8,1/5
agnews,0.2,addsent,badacts,0.9237,0.9418,33898.3,2/5
agnews,0.2,addsent,badacts,0.9249,0.0379,33083.0,3/5
agnews,0.2,addsent,badacts,0.9220,0.8425,32810.9,4/5
agnews,0.2,addsent,badacts,0.9211,0.8944,33284.5,5/5
agnews,0.2,style,badacts,0.9199,0.4098,33303.3,1/5
agnews,0.2,style,badacts,0.9187,0.8092,24968.6,2/5
agnews,0.2,style,badacts,0.9182,0.5395,33368.0,3/5
agnews,0.2,style,badacts,0.9239,0.6118,32535.9,4/5
agnews,0.2,style,badacts,0.9221,0.7188,23471.1,5/5
agnews,0.2,syntactic,badacts,0.9214,0.1042,32534.0,1/5
agnews,0.2,syntactic,badacts,0.9245,0.8354,32740.5,2/5
agnews,0.2,syntactic,badacts,0.9197,0.5060,23346.8,3/5
agnews,0.2,syntactic,badacts,0.9220,0.7721,32753.7,4/5
agnews,0.2,syntactic,badacts,0.9224,0.6442,33120.5,5/5
hate-speech,0.2,badnets,badacts,0.9020,0.0000,2147.7,1/5
hate-speech,0.2,badnets,badacts,0.8954,0.0006,1559.2,2/5
hate-speech,0.2,badnets,badacts,0.8904,0.0011,2149.1,3/5
hate-speech,0.2,badnets,badacts,0.8919,0.0061,2103.3,4/5
hate-speech,0.2,badnets,badacts,0.8974,0.0073,2132.6,5/5
hate-speech,0.2,addsent,badacts,0.8974,0.0000,963.3,1/5
hate-speech,0.2,addsent,badacts,0.8954,0.0006,2135.9,2/5
hate-speech,0.2,addsent,badacts,0.8904,0.0000,1533.0,3/5
hate-speech,0.2,addsent,badacts,0.8884,0.0168,2135.1,4/5
hate-speech,0.2,addsent,badacts,0.8829,0.8296,1526.6,5/5
hate-speech,0.2,style,badacts,0.8564,0.4441,2099.9,1/5
hate-speech,0.2,style,badacts,0.8689,0.5642,1510.8,2/5
hate-speech,0.2,style,badacts,0.8619,0.4961,2055.0,3/5
hate-speech,0.2,style,badacts,0.8704,0.8257,2094.3,4/5
hate-speech,0.2,style,badacts,0.8609,0.8084,2089.2,5/5
hate-speech,0.2,syntactic,badacts,0.8884,0.0453,1546.1,1/5
hate-speech,0.2,syntactic,badacts,0.8794,0.1207,2099.8,2/5
hate-speech,0.2,syntactic,badacts,0.8824,0.0665,2132.2,3/5
hate-speech,0.2,syntactic,badacts,0.8959,0.9497,2104.8,4/5
hate-speech,0.2,syntactic,badacts,0.8799,0.8095,1505.6,5/5
